maskedcardno,cardno,blp_cardno
JJ<(XJJJ$'JCJX$P,1168011134171035,1168 0111 3417 1035
JJ<(XJJJXC0VC($$,1168011107297833,1168 0111 0729 7833
JJ<(XJJJJ$'(<PX$,1168011113486503,1168 0111 1348 6503
JJ<(XJJJX($C<$'C,1168011108376347,1168 0111 0837 6347
JJ<(XJJX<0VJ<$0(,1168011062916328,1168 0110 6291 6328
JJ<(XJJJ0PP(P<P<,1168011125585656,1168 0111 2558 5656
JJ<(XJJJJJ$(C0C$,1168011111387273,1168 0111 1138 7273
JJ<(XJJX<JJ(0''$,1168011061182443,1168 0110 6118 2443
JJ<(XJJX<CX'V(0(,1168011067049828,1168 0110 6704 9828
JJ<(XJJX<CP$PP0V,1168011067535529,1168 0110 6753 5529
JJ<(XJJJJV(VX('V,1168011119890849,1168 0111 1989 0849
JJ<(XJJX<C(P(J<X,1168011067858160,1168 0110 6785 8160
JJ<(XJJJJ$<(0$P(,1168011113682358,1168 0111 1368 2358
JJ<(XJJJ00<C<X$C,1168011122676037,1168 0111 2267 6037
JJ<(XJJJX($'VCX(,1168011108349708,1168 0111 0834 9708
JJ<(XJJJJ<$XCC'(,1168011116307748,1168 0111 1630 7748
JJ<(XJJJXP<$'$CP,1168011105634375,1168 0111 0563 4375
JJ<(XJJJ$'CP$(<P,1168011134753865,1168 0111 3475 3865
JJ<(XJJXJ(0<X(XP,1168011018260805,1168 0110 1826 0805
JJ<(XJJX<J'0$0'$,1168011061423243,1168 0110 6142 3243
JJ<(XJJJJ'P(<V0J,1168011114586921,1168 0111 1458 6921
JJ<(XJJJJ$P$(0(C,1168011113538287,1168 0111 1353 8287
JJ<(XJJX<VV00C$$,1168011069922733,1168 0110 6992 2733
JJ<(XJJXC'<J'CXP,1168011074614705,1168 0110 7461 4705
JJ<(XJJJXPPC<0X',1168011105576204,1168 0111 0557 6204
JJ<(XJJXV$CJV($0,1168011093719832,1168 0110 9371 9832
JJ<(XJJXP((<X0VX,1168011058860290,1168 0110 5886 0290
JJ<(XJJJJCXP(V<V,1168011117058969,1168 0111 1705 8969
JJ<(XJJJX((CJPX$,1168011108871503,1168 0111 0887 1503
JJ<(XJJJ00P<0$X0,1168011122562302,1168 0111 2256 2302
JJ<(XJJJJ'$(P'V(,1168011114385498,1168 0111 1438 5498
JJ<(XJJX<CV'C0C(,1168011067947278,1168 0110 6794 7278
JJ<(XJJXV<CJP'JP,1168011096715415,1168 0110 9671 5415
JJ<(XJJXPX<0(CX$,1168011050628703,1168 0110 5062 8703
JJ<(XJJX<C<<X0V$,1168011067660293,1168 0110 6766 0293
JJ<(XJJJJ'CJ<$0X,1168011114716320,1168 0111 1471 6320
JJ<(XJJJJ'$VV$JC,1168011114399317,1168 0111 1439 9317
JJ<(XJJJJV<C(0PJ,1168011119678251,1168 0111 1967 8251
JJ<(XJJJ00'$C<P$,1168011122437653,1168 0111 2243 7653
JJ<(XJJJ00V(<CXV,1168011122986709,1168 0111 2298 6709
JJ<(XJJJJJ(<0X0(,1168011111862028,1168 0111 1186 2028
JJ<(XJJJXPJP00J0,1168011105152212,1168 0111 0515 2212
JJ<(XJJXPJJ(VJ0C,1168011051189127,1168 0110 5118 9127
JJ<(XJJJJ<$<P(C(,1168011116365878,1168 0111 1636 5878
JJ<(XJJXV<''X'X0,1168011096440402,1168 0110 9644 0402
JJ<(XJJJ00X(PX'V,1168011122085049,1168 0111 2208 5049
JJ<(XJJJ'X$$'$VP,1168011140334395,1168 0111 4033 4395
JJ<(XJJX<JP0J''0,1168011061521442,1168 0110 6152 1442
JJ<(XJJXV<JJ$'$V,1168011096113439,1168 0110 9611 3439
JJ<(XJJX<'<VP$($,1168011064695383,1168 0110 6469 5383
JJ<(XJJJJ'$'$CJJ,1168011114343711,1168 0111 1434 3711
JJ<(XJJJJ<JJ$JCV,1168011116113179,1168 0111 1611 3179
JJ<(XJJJJ$0<<$'$,1168011113266343,1168 0111 1326 6343
JJ<(XJJXCX'JX$'(,1168011070410348,1168 0110 7041 0348
JJ<(XJJJ$'JXPJ$0,1168011134105132,1168 0111 3410 5132
JJ<(XJJJX0P<<XJ(,1168011102566018,1168 0111 0256 6018
JJ<(XJJJXC$VP0JP,1168011107395215,1168 0111 0739 5215
JJ<(XJJJJ$(0J0VP,1168011113821295,1168 0111 1382 1295
JJ<(XJJX<J0(J(P<,1168011061281856,1168 0110 6128 1856
JJ<(XJJXV$XJ0P(',1168011093012584,1168 0110 9301 2584
JJ<(XJJXV<(C$'X',1168011096873404,1168 0110 9687 3404
JJ<(XJJXC(JJJVCJ,1168011078111971,1168 0110 7811 1971
JJ<(XJJX<C<(CV0',1168011067687924,1168 0110 6768 7924
JJ<(XJJXCJ$CCXC',1168011071377074,1168 0110 7137 7074
JJ<(XJJJ00$C''JV,1168011122374419,1168 0111 2237 4419
JJ<(XJJX'$V'0(P<,1168011043942856,1168 0110 4394 2856
JJ<(XJJJX(0JCXP$,1168011108217053,1168 0111 0821 7053
JJ<(XJJX0XJPVXJJ,1168011020159011,1168 0110 2015 9011
JJ<(XJJJ0P(00VXJ,1168011125822901,1168 0111 2582 2901
JJ<(XJJXP(V$C0P',1168011058937254,1168 0110 5893 7254
JJ<(XJJX<C0(<000,1168011067286222,1168 0110 6728 6222
JJ<(XJJXP(<JV$'X,1168011058619340,1168 0110 5861 9340
JJ<(XJJX(C'PJ$C<,1168011087451376,1168 0110 8745 1376
JJ<(XJJXP(0JXVCP,1168011058210975,1168 0110 5821 0975
JJ<(XJJX$<VJV((C,1168011036919887,1168 0110 3691 9887
JJ<(XJJX'<<J''$C,1168011046614437,1168 0110 4661 4437
JJ<(XJJJ0P'X0PVC,1168011125402597,1168 0111 2540 2597
JJ<(XJJXV(PXC(CC,1168011098507877,1168 0110 9850 7877
JJ<(XJJJ$JPXJP(X,1168011131501580,1168 0111 3150 1580
JJ<(XJJJJX$XJC'C,1168011110301747,1168 0111 1030 1747
JJ<(XJJX<VPJXJC$,1168011069510173,1168 0110 6951 0173
JJ<(XJJJ0($J0C(P,1168011128312785,1168 0111 2831 2785
JJ<(XJJJX0X$<0X0,1168011102036202,1168 0111 0203 6202
JJ<(XJJJJX$$P0PC,1168011110335257,1168 0111 1033 5257
JJ<(XJJX(X$<C(<(,1168011080367868,1168 0110 8036 7868
JJ<(XJJJX((0'XV(,1168011108824098,1168 0111 0882 4098
JJ<(XJJXVXC(XC'<,1168011090780746,1168 0110 9078 0746
JJ<(XJJXV$J00$<C,1168011093122367,1168 0110 9312 2367
JJ<(XJJJ$'P(C(<C,1168011134587867,1168 0111 3458 7867
JJ<(XJJJJV$PJCPX,1168011119351750,1168 0111 1935 1750
JJ<(XJJJXCX'(P0P,1168011107048525,1168 0111 0704 8525
JJ<(XJJXPJJCJCP0,1168011051171752,1168 0110 5117 1752
JJ<(XJJJJX<V$('<,1168011110693846,1168 0111 1069 3846
JJ<(XJJJJ'$XJX<P,1168011114301065,1168 0111 1430 1065
JJ<(XJJX<JV<VP<C,1168011061969567,1168 0110 6196 9567
JJ<(XJJXV$'XPC((,1168011093405788,1168 0110 9340 5788
JJ<(XJJJXJ$P'(<J,1168011101354861,1168 0111 0135 4861
JJ<(XJJJ$JVPCXX<,1168011131957006,1168 0111 3195 7006
JJ<(XJJJXPJ0CCV0,1168011105127792,1168 0111 0512 7792
JJ<(XJJJXPPX'CV0,1168011105504792,1168 0111 0550 4792
JJ<(XJJJJ$<0C0'C,1168011113627247,1168 0111 1362 7247
JJ<(XJJJJ'V$'X(V,1168011114934089,1168 0111 1493 4089
JJ<(XJJXV<<C('JP,1168011096678415,1168 0110 9667 8415
JJ<(XJJX<CCJJPJ(,1168011067711518,1168 0110 6771 1518
JJ<(XJJJ00VPXXV$,1168011122950093,1168 0111 2295 0093
JJ<(XJJXV<0CJ(XC,1168011096271807,1168 0110 9627 1807
JJ<(XJJJJVJP'(X(,1168011119154808,1168 0111 1915 4808
JJ<(XJJJ$'''<XC0,1168011134446072,1168 0111 3444 6072
JJ<(XJJJ00$<(<0C,1168011122368627,1168 0111 2236 8627
JJ<(XJJXV<VC<VXX,1168011096976900,1168 0110 9697 6900
JJ<(XJJJJ<<P(PP$,1168011116658553,1168 0111 1665 8553
JJ<(XJJXP00$P'<P,1168011052235465,1168 0110 5223 5465
JJ<(XJJXCJ'PC$00,1168011071457322,1168 0110 7145 7322
JJ<(XJJJ$'<<X'$$,1168011134660433,1168 0111 3466 0433
JJ<(XJJJXP'($($J,1168011105483831,1168 0111 0548 3831
JJ<(XJJX<C0$((V0,1168011067238892,1168 0110 6723 8892
JJ<(XJJX<<PP$0CP,1168011066553275,1168 0110 6655 3275
JJ<(XJJJJ<$(VP'(,1168011116389548,1168 0111 1638 9548
JJ<(XJJX('$<P00$,1168011084365223,1168 0110 8436 5223
JJ<(XJJXP<P(<$C<,1168011056586376,1168 0110 5658 6376
JJ<(XJJX$'C'<0(0,1168011034746282,1168 0110 3474 6282
JJ<(XJJJ$C0X<(X',1168011137206804,1168 0111 3720 6804
JJ<(XJJJ$'JCJ0XV,1168011134171209,1168 0111 3417 1209
JJ<(XJJX$$XPC'($,1168011033057483,1168 0110 3305 7483
JJ<(XJJX<JV(V'(0,1168011061989482,1168 0110 6198 9482
JJ<(XJJXVVJJ<PP$,1168011099116553,1168 0110 9911 6553
JJ<(XJJXPCV$PV'P,1168011057935945,1168 0110 5793 5945
JJ<(XJJX(V$J$CC0,1168011089313772,1168 0110 8931 3772
JJ<(XJJXCP($VC(X,1168011075839780,1168 0110 7583 9780
JJ<(XJJXPP0CX'V$,1168011055270493,1168 0110 5527 0493
JJ<(XJJJ00'J$VCC,1168011122413977,1168 0111 2241 3977
JJ<(XJJX0'<C'CVJ,1168011024674791,1168 0110 2467 4791
JJ<(XJJJXC<V(X<$,1168011107698063,1168 0111 0769 8063
JJ<(XJJXV<C$VPJ',1168011096739514,1168 0110 9673 9514
JJ<(XJJJJC'CCVJ0,1168011117477912,1168 0111 1747 7912
JJ<(XJJXCJCJ<<X0,1168011071716602,1168 0110 7171 6602
JJ<(XJJJX'0(0'$0,1168011104282432,1168 0111 0428 2432
JJ<(XJJXPJ'J(($J,1168011051418831,1168 0110 5141 8831
JJ<(XJJJJ<X<0C<',1168011116062764,1168 0111 1606 2764
JJ<(XJJXP(VC(XV0,1168011058978092,1168 0110 5897 8092
JJ<(XJJJJV(V'''P,1168011119894445,1168 0111 1989 4445
JJ<(XJJJJ''($P(0,1168011114483582,1168 0111 1448 3582
JJ<(XJJX(<C'$P'0,1168011086743542,1168 0110 8674 3542
JJ<(XJJX<C(CXX<<,1168011067870066,1168 0110 6787 0066
JJ<(XJJXP$C00X'X,1168011053722040,1168 0110 5372 2040
JJ<(XJJXPP'JJ$P0,1168011055411352,1168 0110 5541 1352
JJ<(XJJXCX'$$CX',1168011070433704,1168 0110 7043 3704
JJ<(XJJX(J(XC<JP,1168011081807615,1168 0110 8180 7615
JJ<(XJJJJC<C'(XC,1168011117674807,1168 0111 1767 4807
JJ<(XJJX<C<'CV$<,1168011067647936,1168 0110 6764 7936
JJ<(XJJJ0(XV(J0V,1168011128098129,1168 0111 2809 8129
JJ<(XJJJ$JVCV(JX,1168011131979810,1168 0111 3197 9810
JJ<(XJJJJC<JC$'$,1168011117617343,1168 0111 1761 7343
JJ<(XJJJ0XPXJ$CC,1168011120501377,1168 0111 2050 1377
JJ<(XJJX'P0PX'JP,1168011045250415,1168 0110 4525 0415
JJ<(XJJJXPCJP'$X,1168011105715430,1168 0111 0571 5430
JJ<(XJJX<C0'0XXJ,1168011067242001,1168 0110 6724 2001
JJ<(XJJJXC<P0<XC,1168011107652607,1168 0111 0765 2607
JJ<(XJJX<C$(XV0<,1168011067380926,1168 0110 6738 0926
JJ<(XJJX'<X(CJCX,1168011046087170,1168 0110 4608 7170
JJ<(XJJJ0P'JCXC',1168011125417074,1168 0111 2541 7074
JJ<(XJJJJ$V0XJ<0,1168011113920162,1168 0111 1392 0162
JJ<(XJJX0(0$JJC<,1168011028231176,1168 0110 2823 1176
JJ<(XJJXPP0PJ(PC,1168011055251857,1168 0110 5525 1857
JJ<(XJJXPP0<'C'',1168011055264744,1168 0110 5526 4744
JJ<(XJJJ000PP''',1168011122255444,1168 0111 2225 5444
JJ<(XJJX<C(<JCJV,1168011067861719,1168 0110 6786 1719
JJ<(XJJJXC('0X($,1168011107842083,1168 0111 0784 2083
JJ<(XJJJJ'CVXCP',1168011114790754,1168 0111 1479 0754
JJ<(XJJJ00$J(P<',1168011122318564,1168 0111 2231 8564
JJ<(XJJX(X$'''<J,1168011080344461,1168 0110 8034 4461
JJ<(XJJJX(XXJ(J0,1168011108001812,1168 0111 0800 1812
JJ<(XJJX<'CV$$V',1168011064793394,1168 0110 6479 3394
JJ<(XJJX$J<CP<'J,1168011031675641,1168 0110 3167 5641
JJ<(XJJJJCJJJ0CJ,1168011117111271,1168 0111 1711 1271
JJ<(XJJJ00V<J(XJ,1168011122961801,1168 0111 2296 1801
JJ<(XJJX<JXJPC'0,1168011061015742,1168 0110 6101 5742
JJ<(XJJXVV<X(CC$,1168011099608773,1168 0110 9960 8773
JJ<(XJJXV<C($$J',1168011096783314,1168 0110 9678 3314
JJ<(XJJJJXCV'CJV,1168011110794719,1168 0111 1079 4719
JJ<(XJJXCXX<V<(X,1168011070069680,1168 0110 7006 9680
JJ<(XJJJX0PVX(0(,1168011102590828,1168 0111 0259 0828
JJ<(XJJJJ'<(V'0(,1168011114689428,1168 0111 1468 9428
JJ<(XJJXV(<0($$P,1168011098628335,1168 0110 9862 8335
JJ<(XJJX<<V<<X$X,1168011066966030,1168 0110 6696 6030
JJ<(XJJJJ<V<PC0C,1168011116965727,1168 0111 1696 5727
JJ<(XJJXP0JXPVPC,1168011052105957,1168 0110 5210 5957
JJ<(XJJXVV0(P$(0,1168011099285382,1168 0110 9928 5382
JJ<(XJJJJ$J$CP'',1168011113137544,1168 0111 1313 7544
JJ<(XJJJ$'JPX'XJ,1168011134150401,1168 0111 3415 0401
JJ<(XJJJJJ'X<<CC,1168011111406677,1168 0111 1140 6677
JJ<(XJJX'VP'CC'J,1168011049547741,1168 0110 4954 7741
JJ<(XJJX<'0(P<'V,1168011064285649,1168 0110 6428 5649
JJ<(XJJXVVJV0'X<,1168011099192406,1168 0110 9919 2406
JJ<(XJJJX(VJV0JJ,1168011108919211,1168 0111 0891 9211
JJ<(XJJXPP<(C<P',1168011055687654,1168 0110 5568 7654
JJ<(XJJJJ$<'(CCJ,1168011113648771,1168 0111 1364 8771
JJ<(XJJJXPJP0XX<,1168011105152006,1168 0111 0515 2006
JJ<(XJJJ00'XX<JX,1168011122400610,1168 0111 2240 0610
JJ<(XJJJJJ(<$$$J,1168011111863331,1168 0111 1186 3331
JJ<(XJJJ$JPJ'<0P,1168011131514625,1168 0111 3151 4625
JJ<(XJJXVXC0V0'(,1168011090729248,1168 0110 9072 9248
JJ<(XJJXCP0V00(C,1168011075292287,1168 0110 7529 2287
JJ<(XJJJ0(XJJV'X,1168011128011940,1168 0111 2801 1940
JJ<(XJJJJV((<0<(,1168011119886268,1168 0111 1988 6268
JJ<(XJJJXPC$VP0J,1168011105739521,1168 0111 0573 9521
JJ<(XJJXP(C<J'C0,1168011058761472,1168 0110 5876 1472
JJ<(XJJJ$JP<$00<,1168011131563226,1168 0111 3156 3226
JJ<(XJJJJCP<V(<<,1168011117569866,1168 0111 1756 9866
JJ<(XJJXV<$X'XX',1168011096304004,1168 0110 9630 4004
JJ<(XJJJJCJCP<V(,1168011117175698,1168 0111 1717 5698
JJ<(XJJJ$''V(XC$,1168011134498073,1168 0111 3449 8073
JJ<(XJJJX0J'''$<,1168011102144436,1168 0111 0214 4436
JJ<(XJJJ0P(0$X<P,1168011125823065,1168 0111 2582 3065
JJ<(XJJXV<XP0JC$,1168011096052173,1168 0110 9605 2173
JJ<(XJJXV0(J(00J,1168011092818221,1168 0110 9281 8221
JJ<(XJJXC'P0X0VX,1168011074520290,1168 0110 7452 0290
JJ<(XJJJ$'X$$'C',1168011134033474,1168 0111 3403 3474
JJ<(XJJJX'<0(XX<,1168011104628006,1168 0111 0462 8006
JJ<(XJJXJJ(VVCVV,1168011011899799,1168 0110 1189 9799
JJ<(XJJX(C(0CPJ(,1168011087827518,1168 0110 8782 7518
JJ<(XJJX'C<'PVJV,1168011047645919,1168 0110 4764 5919
JJ<(XJJJX('0XVJ$,1168011108420913,1168 0111 0842 0913
JJ<(XJJJ$J<X($<V,1168011131608369,1168 0111 3160 8369
JJ<(XJJJX0X(VCVC,1168011102089797,1168 0111 0208 9797
JJ<(XJJJ00$$CV'P,1168011122337945,1168 0111 2233 7945
JJ<(XJJJJXPCCPJX,1168011110577510,1168 0111 1057 7510
JJ<(XJJXPP0PP0XP,1168011055255205,1168 0110 5525 5205
JJ<(XJJJ$'J''0J',1168011134144214,1168 0111 3414 4214
JJ<(XJJX'(X<CX$X,1168011048067030,1168 0110 4806 7030
JJ<(XJJX$X(<XPJC,1168011030860517,1168 0110 3086 0517
JJ<(XJJJJJP(''(J,1168011111584481,1168 0111 1158 4481
JJ<(XJJJ$'0$0VJX,1168011134232910,1168 0111 3423 2910
JJ<(XJJXP0$VV(PC,1168011052399857,1168 0110 5239 9857
JJ<(XJJJJ$VPP<(V,1168011113955689,1168 0111 1395 5689
JJ<(XJJX(<<JPJX',1168011086615104,1168 0110 8661 5104
JJ<(XJJXV<P<J''C,1168011096561447,1168 0110 9656 1447
JJ<(XJJJJC0P'<<C,1168011117254667,1168 0111 1725 4667
JJ<(XJJX<<$XX$<0,1168011066300362,1168 0110 6630 0362
JJ<(XJJJX0'VCVVX,1168011102497990,1168 0111 0249 7990
JJ<(XJJJ00(VC'$P,1168011122897435,1168 0111 2289 7435
JJ<(XJJX$J<PPVPC,1168011031655957,1168 0110 3165 5957
JJ<(XJJXP0CP$0PJ,1168011052753251,1168 0110 5275 3251
JJ<(XJJJJJ$0('0<,1168011111328426,1168 0111 1132 8426
JJ<(XJJJJJXVP$$X,1168011111095330,1168 0111 1109 5330
JJ<(XJJXV$'(V'<V,1168011093489469,1168 0110 9348 9469
JJ<(XJJXJ(0XCJC(,1168011018207178,1168 0110 1820 7178
JJ<(XJJJJVVJ(JP0,1168011119918152,1168 0111 1991 8152
JJ<(XJJJX'P('0VX,1168011104584290,1168 0111 0458 4290
JJ<(XJJXCCXXJ$00,1168011077001322,1168 0110 7700 1322
JJ<(XJJJXPX<(P<<,1168011105068566,1168 0111 0506 8566
JJ<(XJJJJ$VC<V0P,1168011113976925,1168 0111 1397 6925
JJ<(XJJJ$'$<XV(',1168011134360984,1168 0111 3436 0984
JJ<(XJJX(VJJVJ(C,1168011089119187,1168 0110 8911 9187
JJ<(XJJXCX000$XP,1168011070222305,1168 0110 7022 2305
JJ<(XJJX<JPX$C$V,1168011061503739,1168 0110 6150 3739
JJ<(XJJJJ<J<$((P,1168011116163885,1168 0111 1616 3885
JJ<(XJJJJ'C$V<(<,1168011114739686,1168 0111 1473 9686
JJ<(XJJX<($<$J0V,1168011068363129,1168 0110 6836 3129
JJ<(XJJXP(<J'<<$,1168011058614663,1168 0110 5861 4663
JJ<(XJJX(<VCVX$V,1168011086979039,1168 0110 8697 9039
JJ<(XJJXV0CVJJ$V,1168011092791139,1168 0110 9279 1139
JJ<(XJJJJ<CJ0$$P,1168011116712335,1168 0111 1671 2335
JJ<(XJJX('P$X(($,1168011084530883,1168 0110 8453 0883
JJ<(XJJX0'<C'0J$,1168011024674213,1168 0110 2467 4213
JJ<(XJJXP(CP(VVV,1168011058758999,1168 0110 5875 8999
JJ<(XJJX'J0C$X$J,1168011041273031,1168 0110 4127 3031
JJ<(XJJJJ$$$<$X0,1168011113336302,1168 0111 1333 6302
JJ<(XJJJ$J$CJVPX,1168011131371950,1168 0111 3137 1950
JJ<(XJJJ$J'(P$CX,1168011131485370,1168 0111 3148 5370
JJ<(XJJJX0<JXVJP,1168011102610915,1168 0111 0261 0915
JJ<(XJJJXCJVP0JV,1168011107195219,1168 0111 0719 5219
JJ<(XJJJX(<J$VXP,1168011108613905,1168 0111 0861 3905
JJ<(XJJXV<VX0P($,1168011096902583,1168 0110 9690 2583
JJ<(XJJXP('<XC0V,1168011058460729,1168 0110 5846 0729
JJ<(XJJJ0P$PXC'C,1168011125350747,1168 0111 2535 0747
JJ<(XJJJX0C'0$<J,1168011102742361,1168 0111 0274 2361
JJ<(XJJJJCXVPJPJ,1168011117095151,1168 0111 1709 5151
JJ<(XJJJXCV0X($X,1168011107920830,1168 0111 0792 0830
JJ<(XJJXC(XJ0$<V,1168011078012369,1168 0110 7801 2369
JJ<(XJJX<C(<C0(<,1168011067867286,1168 0110 6786 7286
JJ<(XJJXC'VXJCPP,1168011074901755,1168 0110 7490 1755
JJ<(XJJJJ<V0(PV0,1168011116928592,1168 0111 1692 8592
JJ<(XJJX(C'0(0CP,1168011087428275,1168 0110 8742 8275
JJ<(XJJX<CCVXPVP,1168011067790595,1168 0110 6779 0595
JJ<(XJJX<'JCX<<(,1168011064170668,1168 0110 6417 0668
JJ<(XJJJJ'J$C<$',1168011114137634,1168 0111 1413 7634
JJ<(XJJJX(P$0''',1168011108532444,1168 0111 0853 2444
JJ<(XJJJ$JPCP<0<,1168011131575626,1168 0111 3157 5626
JJ<(XJJXV$C(JP<(,1168011093781568,1168 0110 9378 1568
JJ<(XJJJ$''X(<'$,1168011134408643,1168 0111 3440 8643
JJ<(XJJJX'CVVP<C,1168011104799567,1168 0111 0479 9567
JJ<(XJJJXCC<0C'P,1168011107762745,1168 0111 0776 2745
JJ<(XJJX'VJ<JVXC,1168011049161907,1168 0110 4916 1907
JJ<(XJJX'X$CP<$V,1168011040375639,1168 0110 4037 5639
JJ<(XJJX(C<<(P0',1168011087668524,1168 0110 8766 8524
JJ<(XJJX<CC0V$0X,1168011067729320,1168 0110 6772 9320
JJ<(XJJJJ$XC'$'J,1168011113074341,1168 0111 1307 4341
JJ<(XJJX0<($00$J,1168011026832231,1168 0110 2683 2231
JJ<(XJJJJ'C(0P$(,1168011114782538,1168 0111 1478 2538
JJ<(XJJX<'J'(('C,1168011064148847,1168 0110 6414 8847
JJ<(XJJX<0$C0CX',1168011062372704,1168 0110 6237 2704
JJ<(XJJX<'CJ<JVC,1168011064716197,1168 0110 6471 6197
JJ<(XJJXVXPP<PCP,1168011090556575,1168 0110 9055 6575
JJ<(XJJJJX0C'J'0,1168011110274142,1168 0111 1027 4142
JJ<(XJJXPPJ(V(PV,1168011055189859,1168 0110 5518 9859
JJ<(XJJJJ'0X$''',1168011114203444,1168 0111 1420 3444
JJ<(XJJJJ<$C'J'',1168011116374144,1168 0111 1637 4144
JJ<(XJJJ$'PC0J<<,1168011134572166,1168 0111 3457 2166
JJ<(XJJJJC<<V00V,1168011117669229,1168 0111 1766 9229
JJ<(XJJJJJ0PX(X0,1168011111250802,1168 0111 1125 0802
JJ<(XJJXCP('X0PV,1168011075840259,1168 0110 7584 0259
JJ<(XJJJXPJC<'<(,1168011105176468,1168 0111 0517 6468
JJ<(XJJX('P$XCV0,1168011084530792,1168 0110 8453 0792
JJ<(XJJX'$JJ$<'V,1168011043113649,1168 0110 4311 3649
JJ<(XJJXV$<$J<(X,1168011093631680,1168 0110 9363 1680
JJ<(XJJJXCCX((P',1168011107708854,1168 0111 0770 8854
JJ<(XJJX<$(0PV<P,1168011063825965,1168 0110 6382 5965
JJ<(XJJJJ'JJ$X$J,1168011114113031,1168 0111 1411 3031
JJ<(XJJJJVX0PJ$J,1168011119025131,1168 0111 1902 5131
JJ<(XJJJ$'CV'0PC,1168011134794257,1168 0111 3479 4257
JJ<(XJJJXPVJP$V',1168011105915394,1168 0111 0591 5394
JJ<(XJJJJJ<P$'XJ,1168011111653401,1168 0111 1165 3401
JJ<(XJJX$(<VX(XV,1168011038690809,1168 0110 3869 0809
JJ<(XJJJ$JJJP$VV,1168011131115399,1168 0111 3111 5399
JJ<(XJJJX0VC$PJJ,1168011102973511,1168 0111 0297 3511
JJ<(XJJXV0(P0('X,1168011092852840,1168 0110 9285 2840
JJ<(XJJXV00PV(00,1168011092259822,1168 0110 9225 9822
JJ<(XJJXV<$0PPVP,1168011096325595,1168 0110 9632 5595
JJ<(XJJJJ$X<<<$<,1168011113066636,1168 0111 1306 6636
JJ<(XJJJ00$VVXJX,1168011122399010,1168 0111 2239 9010
JJ<(XJJXC'(V(J($,1168011074898183,1168 0110 7489 8183
JJ<(XJJXC(0P<PP0,1168011078256552,1168 0110 7825 6552
JJ<(XJJJJC$V0J<X,1168011117392160,1168 0111 1739 2160
JJ<(XJJJJ<$XVJ'X,1168011116309140,1168 0111 1630 9140
JJ<(XJJJJV''V$'V,1168011119449349,1168 0111 1944 9349
JJ<(XJJJ00P(<$V0,1168011122586392,1168 0111 2258 6392
JJ<(XJJXC(0((0'J,1168011078288241,1168 0110 7828 8241
JJ<(XJJJJ<JPP(X(,1168011116155808,1168 0111 1615 5808
JJ<(XJJJJJ$(JVJ0,1168011111381912,1168 0111 1138 1912
JJ<(XJJXV0$<V0XV,1168011092369209,1168 0110 9236 9209
JJ<(XJJXVP'V<<<X,1168011095496660,1168 0110 9549 6660
JJ<(XJJXPJ$0'PCP,1168011051324575,1168 0110 5132 4575
JJ<(XJJX<'$00CV(,1168011064322798,1168 0110 6432 2798
JJ<(XJJJJJ'J'P$J,1168011111414531,1168 0111 1141 4531
JJ<(XJJJ0PV$0X'V,1168011125932049,1168 0111 2593 2049
JJ<(XJJJ$'P$<<XV,1168011134536609,1168 0111 3453 6609
JJ<(XJJJXP<(PP$',1168011105685534,1168 0111 0568 5534
JJ<(XJJJ$'$(V0JP,1168011134389215,1168 0111 3438 9215
JJ<(XJJX('V0'0(',1168011084924284,1168 0110 8492 4284
JJ<(XJJXVXC(<X'X,1168011090786040,1168 0110 9078 6040
JJ<(XJJJJ<XJ0X$$,1168011116012033,1168 0111 1601 2033
JJ<(XJJJ$CJXJ'JV,1168011137101419,1168 0111 3710 1419
JJ<(XJJJJJC00J'V,1168011111722149,1168 0111 1172 2149
JJ<(XJJXVV''V0V$,1168011099449293,1168 0110 9944 9293
JJ<(XJJJJ$'V$(PP,1168011113493855,1168 0111 1349 3855
JJ<(XJJJXCVX<0PX,1168011107906250,1168 0111 0790 6250
JJ<(XJJXV(00PX(0,1168011098225082,1168 0110 9822 5082
JJ<(XJJJX($PJX(',1168011108351084,1168 0111 0835 1084
JJ<(XJJJX(XC<''0,1168011108076442,1168 0111 0807 6442
JJ<(XJJJJXP'0'V(,1168011110542498,1168 0111 1054 2498
JJ<(XJJXCPVPPXJ<,1168011075955016,1168 0110 7595 5016
JJ<(XJJJX0C$$JP',1168011102733154,1168 0111 0273 3154
JJ<(XJJJ$'J'('XP,1168011134148405,1168 0111 3414 8405
JJ<(XJJXVP00CP<X,1168011095227560,1168 0110 9522 7560
JJ<(XJJX<JJ0'$(C,1168011061124387,1168 0110 6112 4387
JJ<(XJJX$'CVP$CX,1168011034795370,1168 0110 3479 5370
JJ<(XJJJX(''''VJ,1168011108444491,1168 0111 0844 4491
JJ<(XJJJ0P($PC'C,1168011125835747,1168 0111 2583 5747
JJ<(XJJJ0('$<<$',1168011128436634,1168 0111 2843 6634
JJ<(XJJXP<J'0<$',1168011056142634,1168 0110 5614 2634
JJ<(XJJJJ'C$$P'V,1168011114733549,1168 0111 1473 3549
JJ<(XJJXCC0(0'0C,1168011077282427,1168 0110 7728 2427
JJ<(XJJJ$'XCX<<<,1168011134070666,1168 0111 3407 0666
JJ<(XJJJJ<P($0V(,1168011116583298,1168 0111 1658 3298
JJ<(XJJX<'$PJJJX,1168011064351110,1168 0110 6435 1110
